"Variable","RF_Importance","Lasso_Importance","Ridge_Importance","Enet_Importance","XGBoost_Importance"
"age",30.6813371527915,0,5.03088268563186,0,25.3462054614357
"sex",0,0,29.177250418991,0,0
"cohort_number",15.8075755045208,0.0355116996562706,15.7700478388618,8.57618427344507,6.31987212517256
"race",0.361125514095275,0.393799471157068,24.4485667665083,11.4061234256088,0
"ethnicity",1.73826908444952,0,17.3360034675145,0.0588233241023982,0
"education",4.36228411166331,0,9.62335393477958,0,5.77604165352241
"rmr_kcald_BL",52.314823587611,71.1563898510608,87.9928340121752,68.6419591725823,37.206595271585
"spk_EE_int_kcal_day_BL",43.4246723940959,21.9574772086801,44.3419493252856,30.0096865377833,51.4189483130438
"avg_systolic_BL",15.8797562668416,0,33.2797948928482,6.56723215691489,22.3468771127799
"avg_diastolic_BL",25.3811784494131,0,17.782282501113,2.0144013150257,12.4658844107008
"C_Reactive_Protein_BL",25.1921881498302,0,38.9571728127175,12.5098768069769,26.2259464536017
"Cholesterol_lipid_BL",17.3266649319168,0,3.82343763190503,0,26.8246064056114
"Ghrelin_BL",17.5115631846453,0,6.95459837055345,0,9.4449675796385
"Glucose_BL",23.438016963436,0,19.777132994862,0.0957717696163115,15.8505159349238
"HDL_Total_Direct_lipid_BL",11.2937708364917,0,26.2415664370731,7.62014950365872,22.8479961980949
"Hemoglobin_A1C_BL",11.3753824772892,0,17.212586364881,0,10.2926706808524
"Insulin_endo_BL",7.16216349238971,4.88683647459641,17.9456343223445,15.6135045281151,0
"LDL_Calculated_BL",14.2539781189785,0,12.2655361162166,0,5.52750378750267
"Leptin_BL",100,100,100,100,100
"Peptide_YY_BL",17.8581100642818,0,3.10289036188413,0,31.4436888052569
"Triglyceride_lipid_BL",17.9266808684382,0,0,0,23.4402555338353
"HOMA_IR_BL",59.4474098318237,0,17.0467730197066,0,81.4061357673834
